date,team,opponent,points,opponent_points,home,win,avg_pts_last5,avg_opponent_pts_last5,win_rate_last5,vs_opponent_win_rate
2025-10-29,Atlanta Hawks,Brooklyn Nets,117,112,0,1,113.8,120.4,0.4,1.0
2025-10-31,Atlanta Hawks,Indiana Pacers,128,108,0,1,115.8,114.4,0.6,1.0
2025-11-02,Atlanta Hawks,Cleveland Cavaliers,109,117,0,0,115.4,116.4,0.4,0.0
2025-11-04,Atlanta Hawks,Orlando Magic,127,112,1,1,120.8,115.4,0.6,1.0
2025-11-07,Atlanta Hawks,Toronto Raptors,97,109,1,0,115.6,111.6,0.6,0.0
2025-11-08,Atlanta Hawks,Los Angeles Lakers,122,102,1,1,116.6,109.6,0.6,1.0
2025-11-10,Atlanta Hawks,Los Angeles Clippers,105,102,0,1,112.0,108.4,0.6,1.0
2025-11-12,Atlanta Hawks,Sacramento Kings,133,100,0,1,116.8,105.0,0.8,1.0
2025-11-13,Atlanta Hawks,Utah Jazz,132,122,0,1,117.8,107.0,0.8,1.0
2025-11-16,Atlanta Hawks,Phoenix Suns,124,122,0,1,123.2,109.6,1.0,1.0
2025-11-18,Atlanta Hawks,Detroit Pistons,112,120,1,0,121.2,113.2,0.8,0.0
2025-11-20,Atlanta Hawks,San Antonio Spurs,126,135,0,0,125.4,119.8,0.6,0.0
2025-11-22,Atlanta Hawks,New Orleans Pelicans,115,98,0,1,121.8,119.4,0.6,1.0
2025-11-23,Atlanta Hawks,Charlotte Hornets,113,110,1,1,118.0,117.0,0.6,1.0
2025-11-25,Atlanta Hawks,Washington Wizards,113,132,0,0,115.8,119.0,0.4,0.0
2025-11-28,Atlanta Hawks,Cleveland Cavaliers,130,123,1,1,119.4,119.6,0.6,0.5
2025-11-30,Atlanta Hawks,Philadelphia 76ers,142,134,0,1,122.6,119.4,0.8,1.0
2025-12-01,Atlanta Hawks,Detroit Pistons,98,99,0,0,119.2,119.6,0.6,0.0
2025-12-03,Atlanta Hawks,Los Angeles Clippers,92,115,1,0,115.0,120.6,0.4,0.5
2025-12-05,Atlanta Hawks,Denver Nuggets,133,134,1,0,119.0,121.0,0.4,0.0
2025-12-06,Atlanta Hawks,Washington Wizards,131,116,0,1,119.2,119.6,0.4,0.5
2025-12-12,Atlanta Hawks,Detroit Pistons,115,142,0,0,113.8,121.2,0.2,0.0
2025-12-14,Atlanta Hawks,Philadelphia 76ers,120,117,1,1,118.2,124.8,0.4,1.0
2025-12-18,Atlanta Hawks,Charlotte Hornets,126,133,0,0,125.0,128.4,0.4,0.5
2025-12-19,Atlanta Hawks,San Antonio Spurs,98,126,1,0,118.0,126.8,0.4,0.0
2025-12-21,Atlanta Hawks,Chicago Bulls,150,152,1,0,121.8,134.0,0.2,0.0
2025-12-23,Atlanta Hawks,Chicago Bulls,123,126,1,0,123.4,130.8,0.2,0.0
2025-12-26,Atlanta Hawks,Miami Heat,111,126,1,0,121.6,132.6,0.0,0.0
2025-12-27,Atlanta Hawks,New York Knicks,125,128,1,0,121.4,131.6,0.0,0.0
2025-10-29,Boston Celtics,Cleveland Cavaliers,125,105,1,1,114.2,107.2,0.4,1.0
2025-10-31,Boston Celtics,Philadelphia 76ers,109,108,0,1,112.8,105.4,0.6,0.5
2025-11-01,Boston Celtics,Houston Rockets,101,128,1,0,114.0,110.0,0.6,0.0
2025-11-03,Boston Celtics,Utah Jazz,103,105,1,0,112.0,107.2,0.6,0.0
2025-11-05,Boston Celtics,Washington Wizards,136,107,1,1,114.8,110.6,0.6,1.0
2025-11-07,Boston Celtics,Orlando Magic,110,123,0,0,111.8,114.2,0.4,0.0
2025-11-09,Boston Celtics,Orlando Magic,111,107,0,1,112.2,114.0,0.4,0.5
2025-11-11,Boston Celtics,Philadelphia 76ers,100,102,0,0,112.0,108.8,0.4,0.3333333333333333
2025-11-12,Boston Celtics,Memphis Grizzlies,131,95,1,1,117.6,106.8,0.6,1.0
2025-11-16,Boston Celtics,Los Angeles Clippers,121,118,1,1,114.6,109.0,0.6,1.0
2025-11-18,Boston Celtics,Brooklyn Nets,113,99,0,1,115.2,104.2,0.8,1.0
2025-11-21,Boston Celtics,Brooklyn Nets,105,113,1,0,114.0,105.4,0.6,0.5
2025-11-23,Boston Celtics,Orlando Magic,138,129,1,1,121.6,110.8,0.8,0.6666666666666666
2025-11-26,Boston Celtics,Detroit Pistons,117,114,1,1,118.8,114.6,0.8,0.5
2025-11-29,Boston Celtics,Minnesota Timberwolves,115,119,0,0,117.6,114.8,0.6,0.0
2025-11-30,Boston Celtics,Cleveland Cavaliers,117,115,0,1,118.4,118.0,0.6,1.0
2025-12-02,Boston Celtics,New York Knicks,123,117,1,1,122.0,118.8,0.8,0.5
2025-12-04,Boston Celtics,Washington Wizards,146,101,0,1,123.6,113.2,0.8,1.0
2025-12-05,Boston Celtics,Los Angeles Lakers,126,105,1,1,125.4,111.4,0.8,1.0
2025-12-07,Boston Celtics,Toronto Raptors,121,113,0,1,126.6,110.2,1.0,1.0
2025-12-11,Boston Celtics,Milwaukee Bucks,101,116,0,0,123.4,110.4,0.8,0.0
2025-12-15,Boston Celtics,Detroit Pistons,105,112,1,0,119.8,109.4,0.6,0.3333333333333333
2025-12-19,Boston Celtics,Miami Heat,129,116,1,1,116.4,112.4,0.6,1.0
2025-12-20,Boston Celtics,Toronto Raptors,112,96,0,1,113.6,110.6,0.6,1.0
2025-12-22,Boston Celtics,Indiana Pacers,103,95,1,1,110.0,107.0,0.6,1.0
2025-12-26,Boston Celtics,Indiana Pacers,140,122,0,1,117.8,108.2,0.8,1.0
2025-10-29,Brooklyn Nets,Atlanta Hawks,112,117,1,0,113.8,127.8,0.0,0.0
2025-11-02,Brooklyn Nets,Philadelphia 76ers,105,129,1,0,111.4,126.4,0.0,0.0
2025-11-03,Brooklyn Nets,Minnesota Timberwolves,109,125,1,0,108.4,125.2,0.0,0.0
2025-11-05,Brooklyn Nets,Indiana Pacers,112,103,0,1,109.4,122.2,0.2,1.0
2025-11-07,Brooklyn Nets,Detroit Pistons,107,125,1,0,109.0,119.8,0.2,0.0
2025-11-09,Brooklyn Nets,New York Knicks,98,134,0,0,106.2,123.2,0.2,0.0
2025-11-11,Brooklyn Nets,Toronto Raptors,109,119,1,0,107.0,121.2,0.2,0.0
2025-11-14,Brooklyn Nets,Orlando Magic,98,105,0,0,104.8,117.2,0.2,0.0
2025-11-16,Brooklyn Nets,Washington Wizards,129,106,0,1,108.2,117.8,0.2,1.0
2025-11-18,Brooklyn Nets,Boston Celtics,99,113,1,0,106.6,115.4,0.2,0.0
2025-11-21,Brooklyn Nets,Boston Celtics,113,105,0,1,109.6,109.6,0.4,0.5
2025-11-23,Brooklyn Nets,Toronto Raptors,109,119,0,0,109.6,109.6,0.4,0.0
2025-11-24,Brooklyn Nets,New York Knicks,100,113,1,0,110.0,111.2,0.4,0.0
2025-11-28,Brooklyn Nets,Philadelphia 76ers,103,115,1,0,104.8,113.0,0.2,0.0
2025-11-29,Brooklyn Nets,Milwaukee Bucks,99,116,0,0,104.8,113.6,0.2,0.0
2025-12-01,Brooklyn Nets,Charlotte Hornets,116,103,1,1,105.4,113.2,0.2,0.5
2025-12-03,Brooklyn Nets,Chicago Bulls,113,103,0,1,106.2,110.0,0.4,1.0
2025-12-04,Brooklyn Nets,Utah Jazz,110,123,1,0,108.2,112.0,0.4,0.0
2025-12-06,Brooklyn Nets,New Orleans Pelicans,119,101,1,1,111.4,109.2,0.6,1.0
2025-12-12,Brooklyn Nets,Dallas Mavericks,111,119,0,0,113.8,109.8,0.6,0.0
2025-12-14,Brooklyn Nets,Milwaukee Bucks,127,82,1,1,116.0,105.6,0.6,0.5
2025-12-18,Brooklyn Nets,Miami Heat,95,106,1,0,112.4,106.2,0.4,0.0
2025-12-21,Brooklyn Nets,Toronto Raptors,96,81,1,1,109.6,97.8,0.6,0.3333333333333333
2025-12-23,Brooklyn Nets,Philadelphia 76ers,114,106,0,1,108.6,98.8,0.6,0.3333333333333333
2025-12-27,Brooklyn Nets,Minnesota Timberwolves,123,107,0,1,111.0,96.4,0.8,0.5
2025-10-30,Charlotte Hornets,Orlando Magic,107,123,1,0,124.0,124.4,0.4,0.0
2025-11-01,Charlotte Hornets,Minnesota Timberwolves,105,122,1,0,117.8,125.4,0.2,0.0
2025-11-02,Charlotte Hornets,Utah Jazz,126,103,1,1,118.8,121.0,0.4,1.0
2025-11-04,Charlotte Hornets,New Orleans Pelicans,112,116,0,0,113.4,121.6,0.2,0.0
2025-11-07,Charlotte Hornets,Miami Heat,108,126,0,0,111.6,118.0,0.2,0.0
2025-11-10,Charlotte Hornets,Los Angeles Lakers,111,121,1,0,112.4,117.6,0.2,0.0
2025-11-12,Charlotte Hornets,Milwaukee Bucks,111,100,1,1,113.6,113.2,0.4,1.0
2025-11-14,Charlotte Hornets,Milwaukee Bucks,134,147,0,0,115.2,122.0,0.2,0.5
2025-11-15,Charlotte Hornets,Oklahoma City Thunder,96,109,1,0,112.0,120.6,0.2,0.0
2025-11-17,Charlotte Hornets,Toronto Raptors,108,110,0,0,112.0,117.4,0.2,0.0
2025-11-19,Charlotte Hornets,Indiana Pacers,118,127,0,0,113.4,118.6,0.2,0.0
2025-11-22,Charlotte Hornets,Los Angeles Clippers,116,131,1,0,114.4,124.8,0.0,0.0
2025-11-23,Charlotte Hornets,Atlanta Hawks,110,113,0,0,109.6,118.0,0.0,0.0
2025-11-26,Charlotte Hornets,New York Knicks,101,129,1,0,110.6,122.0,0.0,0.0
2025-11-28,Charlotte Hornets,Chicago Bulls,123,116,1,1,113.6,123.2,0.2,1.0
2025-11-29,Charlotte Hornets,Toronto Raptors,118,111,1,1,113.6,120.0,0.4,0.5
2025-12-01,Charlotte Hornets,Brooklyn Nets,103,116,0,0,111.0,117.0,0.4,0.5
2025-12-03,Charlotte Hornets,New York Knicks,104,119,0,0,109.8,118.2,0.4,0.0
2025-12-05,Charlotte Hornets,Toronto Raptors,111,86,0,1,111.8,109.6,0.6,0.6666666666666666
2025-12-07,Charlotte Hornets,Denver Nuggets,106,115,1,0,108.4,109.4,0.4,0.0
2025-12-12,Charlotte Hornets,Chicago Bulls,126,129,1,0,110.0,113.0,0.2,0.5
2025-12-14,Charlotte Hornets,Cleveland Cavaliers,119,111,0,1,113.2,112.0,0.4,1.0
2025-12-18,Charlotte Hornets,Atlanta Hawks,133,126,1,1,119.0,113.4,0.6,0.5
2025-12-20,Charlotte Hornets,Detroit Pistons,86,112,0,0,114.0,118.6,0.4,0.0
2025-12-22,Charlotte Hornets,Cleveland Cavaliers,132,139,0,0,119.2,123.4,0.4,0.5
2025-12-23,Charlotte Hornets,Washington Wizards,126,109,1,1,119.2,119.4,0.6,1.0
2025-12-26,Charlotte Hornets,Orlando Magic,120,105,0,1,119.4,118.2,0.6,0.5
2025-10-31,Chicago Bulls,New York Knicks,135,125,1,1,122.8,114.0,1.0,1.0
2025-11-02,Chicago Bulls,New York Knicks,116,128,0,0,123.0,117.4,0.8,0.5
2025-11-04,Chicago Bulls,Philadelphia 76ers,113,111,1,1,123.6,120.0,0.8,1.0
2025-11-07,Chicago Bulls,Milwaukee Bucks,110,126,0,0,120.0,120.6,0.6,0.0
2025-11-08,Chicago Bulls,Cleveland Cavaliers,122,128,0,0,119.2,123.6,0.4,0.0
2025-11-10,Chicago Bulls,San Antonio Spurs,117,121,1,0,115.6,122.8,0.2,0.0
2025-11-12,Chicago Bulls,Detroit Pistons,113,124,0,0,115.0,122.0,0.2,0.5
2025-11-16,Chicago Bulls,Utah Jazz,147,150,0,0,121.8,129.8,0.0,0.0
2025-11-17,Chicago Bulls,Denver Nuggets,130,127,0,1,125.8,130.0,0.2,1.0
2025-11-19,Chicago Bulls,Portland Trail Blazers,122,121,0,1,125.8,128.6,0.4,1.0
2025-11-21,Chicago Bulls,Miami Heat,107,143,1,0,123.8,133.0,0.4,0.0
2025-11-22,Chicago Bulls,Washington Wizards,121,120,1,1,125.4,132.2,0.6,1.0
2025-11-24,Chicago Bulls,New Orleans Pelicans,130,143,0,0,122.0,130.8,0.6,0.0
2025-11-28,Chicago Bulls,Charlotte Hornets,116,123,0,0,119.2,130.0,0.4,0.0
2025-11-29,Chicago Bulls,Indiana Pacers,101,103,0,0,115.0,126.4,0.2,0.0
2025-12-01,Chicago Bulls,Orlando Magic,120,125,0,0,117.6,122.8,0.2,0.5
2025-12-03,Chicago Bulls,Brooklyn Nets,103,113,1,0,114.0,121.4,0.0,0.0
2025-12-05,Chicago Bulls,Indiana Pacers,105,120,1,0,109.0,116.8,0.0,0.0
2025-12-07,Chicago Bulls,Golden State Warriors,91,123,1,0,104.0,116.8,0.0,0.0
2025-12-12,Chicago Bulls,Charlotte Hornets,129,126,0,1,109.6,121.4,0.2,0.5
2025-12-14,Chicago Bulls,New Orleans Pelicans,104,114,1,0,106.4,119.2,0.2,0.0
2025-12-17,Chicago Bulls,Cleveland Cavaliers,127,111,1,1,111.2,118.8,0.4,0.5
2025-12-19,Chicago Bulls,Cleveland Cavaliers,136,125,0,1,117.4,119.8,0.6,0.6666666666666666
2025-12-21,Chicago Bulls,Atlanta Hawks,152,150,0,1,129.6,125.2,0.8,1.0
2025-12-23,Chicago Bulls,Atlanta Hawks,126,123,0,1,129.0,124.6,0.8,1.0
2025-12-26,Chicago Bulls,Philadelphia 76ers,109,102,1,1,130.0,122.2,1.0,1.0
2025-12-27,Chicago Bulls,Milwaukee Bucks,103,112,1,0,125.2,122.4,0.8,0.0
2025-10-29,Cleveland Cavaliers,Boston Celtics,105,125,0,0,116.2,115.2,0.6,0.0
